"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,256,"ZWE","Zimbabwe",253,"ZWE","Zimbabwe","ZIMBABWE","Zimbabwe","Zimbabwe","Rhodesia|Southern Rhodesia",NA,NA,"Zimbabwe ","Zimbabwe ","<U+0417><U+0438><U+043C><U+0431><U+0430><U+0431><U+0432><U+0435>","<U+0632><U+0645><U+0628><U+0627><U+0628><U+0648><U+064A>","<U+6D25><U+5DF4><U+5E03><U+97E6> ",NA,NA,"Zimbabwe","ZW",NA,"ZI",716,"Unknown","Present",12627277,754772.688,16.7299071637844,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Severely indebted",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
