"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,31,"BWA","Botswana",38,"BWA","Botswana","BOTSWANA","Botswana","Botswana",NA,"Bechuanaland",NA,"Botswana ","Botswana ","<U+0411><U+043E><U+0442><U+0441><U+0432><U+0430><U+043D><U+0430> ","<U+0628><U+0648><U+062A><U+0633><U+0648><U+0627><U+0646><U+0627>","<U+535A><U+8328><U+74E6><U+7EB3> ",NA,NA,"Botswana","BW",NA,"BC",72,"19660930","Present",1541256,580011.188,2.65728667289087,"Southern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Upper middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
