"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,153,"MOZ","Mozambique",154,"MOZ","Mozambique","MOZAMBIQUE","Mozambique","Mocambique",NA,"State of East Africa",NA,"Mozambique ","Mozambique ","<U+041C><U+043E><U+0437><U+0430><U+043C><U+0431><U+0438><U+043A>","<U+0645><U+0648><U+0632><U+0645><U+0628><U+064A><U+0642>","<U+83AB><U+6851><U+6BD4><U+514B> ",NA,NA,"Mozambique","MZ",NA,"MZ",508,"19750625","Present",18292382,788628.875,23.195171493055,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Less indebted","HIPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
