"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,39,"BDI","Burundi",18,"BDI","Burundi","BURUNDI","Burundi","Burundi","Belgian East Africa","Ruanda-Urundi|Urundi",NA,"Burundi ","Burundi ","<U+0411><U+0443><U+0440><U+0443><U+043D><U+0434><U+0438> ","<U+0628><U+0648><U+0631><U+0648><U+0646><U+062F><U+064A>","<U+84B2><U+9686><U+5730> ",NA,NA,"Burundi","BI",NA,"BY",108,"19620701","Present",6356252,27253.869,233.223840622409,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Severely indebted","HIPC",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1
